customer_id,tenure_months,contract,internet_service,paperless_billing,payment_method,monthly_charges,total_charges,churn
C01480,24,Two year,Fiber optic,No,Mailed check,91.16,1983.96,0
C01481,59,Month-to-month,Fiber optic,No,Credit card,43.42,2272.6,0
C01482,69,Month-to-month,DSL,No,Electronic check,117.38,7906.14,0
C01483,48,Month-to-month,No internet,No,Credit card,59.01,2684.48,0
C01484,60,Month-to-month,DSL,No,Mailed check,36.89,2133.81,0
C01485,36,Month-to-month,DSL,Yes,Credit card,30.32,1064.85,0
C01486,29,Two year,DSL,Yes,Credit card,81.85,2346.18,0
C01487,50,Two year,Fiber optic,No,Electronic check,106.4,4658.51,1
C01488,28,Month-to-month,DSL,Yes,Mailed check,45.93,1216.19,1
C01489,25,Two year,Fiber optic,No,Electronic check,92.38,2035.43,0
C01490,50,Two year,DSL,Yes,Mailed check,72.29,3351.11,1
C01491,12,Month-to-month,Fiber optic,No,Credit card,42.06,430.57,0
C01492,34,Two year,Fiber optic,Yes,Mailed check,94.48,2877.74,1
C01493,64,One year,Fiber optic,No,Electronic check,97.86,5774.75,0
C01494,70,Two year,Fiber optic,No,Bank transfer,83.16,4986.13,0
C01495,21,Month-to-month,DSL,No,Bank transfer,50.63,953.36,1
C01496,46,Two year,DSL,Yes,Mailed check,80.14,3252.86,0
C01497,46,One year,No internet,No,Bank transfer,31.33,1273.78,0
C01498,54,Month-to-month,No internet,No,Electronic check,50.27,2539.11,0
C01499,34,Month-to-month,Fiber optic,No,Mailed check,105.48,3458.54,0
C01500,10,One year,DSL,Yes,Credit card,54.07,510.3,0
C01501,42,One year,Fiber optic,No,Electronic check,55.98,2298.37,0
C01502,51,Month-to-month,DSL,Yes,Mailed check,68.98,3488.15,0
C01503,11,One year,No internet,Yes,Bank transfer,21.0,216.29,0
C01504,72,Month-to-month,No internet,Yes,Electronic check,27.64,1970.15,0
C01505,41,Month-to-month,Fiber optic,Yes,Mailed check,90.93,3645.71,1
C01506,52,One year,DSL,Yes,Credit card,65.69,3012.93,0
C01507,10,Two year,No internet,Yes,Credit card,25.08,217.82,0
C01508,60,Two year,DSL,Yes,Mailed check,85.38,4726.37,0
C01509,41,One year,DSL,No,Mailed check,93.23,3368.74,0
C01510,39,Month-to-month,No internet,Yes,Mailed check,20.21,741.4,0
C01511,24,One year,DSL,Yes,Bank transfer,91.73,1880.05,0
C01512,42,Month-to-month,Fiber optic,No,Credit card,45.96,1901.99,0
C01513,28,Month-to-month,No internet,No,Electronic check,46.3,1137.83,0
C01514,2,Month-to-month,DSL,Yes,Credit card,87.68,165.96,0
C01515,23,Two year,Fiber optic,No,Electronic check,101.82,2337.22,0
C01516,22,Two year,Fiber optic,No,Bank transfer,114.67,2427.34,0
C01517,26,One year,Fiber optic,Yes,Mailed check,87.83,2076.33,0
C01518,63,Two year,No internet,Yes,Electronic check,29.43,1595.67,1
C01519,24,Two year,DSL,No,Mailed check,64.15,1333.95,0
C01520,2,Month-to-month,Fiber optic,No,Mailed check,104.05,180.28,0
C01521,18,Month-to-month,Fiber optic,No,Electronic check,64.69,1061.52,1
C01522,62,Two year,No internet,No,Credit card,21.74,1265.79,0
C01523,35,One year,No internet,Yes,Credit card,31.54,1059.34,0
C01524,62,One year,Fiber optic,No,Bank transfer,62.4,3764.5,0
C01525,41,Month-to-month,DSL,Yes,Bank transfer,78.91,2967.11,0
C01526,7,Month-to-month,DSL,Yes,Mailed check,83.3,556.9,0
C01527,36,One year,No internet,No,Bank transfer,40.47,1334.05,0
C01528,52,One year,No internet,Yes,Mailed check,49.15,2492.42,0
C01529,26,Two year,DSL,Yes,Bank transfer,37.52,974.65,0
C01530,66,Two year,DSL,Yes,Mailed check,86.9,5301.7,1
C01531,2,Month-to-month,Fiber optic,No,Mailed check,76.74,131.17,1
C01532,24,Two year,No internet,Yes,Mailed check,54.48,1237.72,0
C01533,8,Two year,No internet,No,Credit card,43.63,301.2,0
C01534,21,One year,No internet,Yes,Bank transfer,46.56,960.04,0
C01535,10,Month-to-month,No internet,Yes,Electronic check,46.84,444.45,0
C01536,41,Month-to-month,Fiber optic,Yes,Electronic check,34.4,1395.68,0
C01537,3,Month-to-month,DSL,No,Electronic check,97.73,258.27,0
C01538,17,One year,Fiber optic,No,Credit card,54.09,907.82,1
C01539,28,One year,DSL,No,Electronic check,98.09,2374.92,0
C01540,72,One year,DSL,Yes,Bank transfer,52.58,3265.0,0
C01541,35,Two year,No internet,No,Mailed check,53.05,1584.11,0
C01542,28,Month-to-month,Fiber optic,Yes,Electronic check,45.39,1087.54,1
C01543,9,Two year,DSL,No,Bank transfer,97.24,871.91,0
C01544,56,One year,Fiber optic,No,Credit card,33.23,1781.72,0
C01545,3,Month-to-month,DSL,Yes,Bank transfer,95.45,249.41,0
C01546,36,Month-to-month,DSL,Yes,Bank transfer,60.94,2129.29,1
C01547,70,One year,Fiber optic,Yes,Bank transfer,101.94,6080.14,0
C01548,32,Month-to-month,DSL,No,Bank transfer,49.63,1413.01,1
C01549,31,One year,DSL,No,Bank transfer,71.54,1916.67,0
C01550,13,Month-to-month,Fiber optic,Yes,Credit card,104.36,1231.94,1
C01551,61,Month-to-month,Fiber optic,No,Mailed check,53.54,3168.02,1
C01552,8,Month-to-month,Fiber optic,No,Electronic check,87.72,625.14,0
C01553,37,Month-to-month,DSL,Yes,Credit card,50.79,1815.6,0
C01554,47,Two year,DSL,Yes,Bank transfer,33.58,1539.33,0
C01555,13,Two year,No internet,Yes,Credit card,38.25,454.77,1
C01556,62,One year,Fiber optic,Yes,Electronic check,118.99,6550.08,0
C01557,9,Two year,DSL,No,Bank transfer,97.69,752.07,0
C01558,12,Month-to-month,No internet,No,Electronic check,48.26,571.16,0
C01559,62,One year,DSL,Yes,Bank transfer,69.21,4065.5,0
C01560,12,Month-to-month,Fiber optic,No,Credit card,114.73,1213.84,0
C01561,8,Month-to-month,Fiber optic,Yes,Bank transfer,119.55,874.9,1
C01562,23,Two year,Fiber optic,Yes,Credit card,98.9,2055.49,0
C01563,49,Month-to-month,Fiber optic,No,Bank transfer,104.87,4753.82,1
C01564,28,One year,No internet,No,Mailed check,52.37,1419.9,0
C01565,21,Two year,DSL,No,Electronic check,33.9,618.11,0
C01566,58,Month-to-month,Fiber optic,No,Bank transfer,110.66,6147.21,1
C01567,28,Two year,DSL,Yes,Mailed check,95.27,2443.98,0
C01568,19,Two year,Fiber optic,No,Bank transfer,80.68,1325.76,0
C01569,44,One year,Fiber optic,No,Bank transfer,74.2,3122.68,0
C01570,46,Month-to-month,No internet,Yes,Electronic check,49.72,2128.1,1
C01571,70,Month-to-month,Fiber optic,Yes,Bank transfer,87.98,5294.88,1
C01572,71,Two year,Fiber optic,Yes,Bank transfer,43.82,2862.88,0
C01573,2,One year,DSL,Yes,Credit card,66.96,128.05,0
C01574,12,Month-to-month,Fiber optic,Yes,Credit card,99.26,1065.19,1
C01575,42,One year,DSL,Yes,Electronic check,78.73,3130.66,0
C01576,14,One year,DSL,No,Mailed check,44.54,530.67,0
C01577,27,Month-to-month,DSL,Yes,Bank transfer,31.36,753.66,1
C01578,23,Month-to-month,DSL,No,Mailed check,90.04,1877.19,0
C01579,40,Month-to-month,No internet,Yes,Credit card,20.97,808.71,1
C01580,59,Two year,No internet,Yes,Electronic check,21.46,1147.05,0
C01581,20,Month-to-month,Fiber optic,Yes,Mailed check,33.51,617.66,1
C01582,38,Month-to-month,Fiber optic,No,Mailed check,88.13,3072.73,0
C01583,58,Month-to-month,DSL,Yes,Bank transfer,57.53,3020.26,0
C01584,29,Month-to-month,DSL,No,Bank transfer,35.29,923.1,1
C01585,64,Month-to-month,DSL,Yes,Bank transfer,30.06,1755.92,1
C01586,59,Month-to-month,Fiber optic,Yes,Electronic check,52.4,3090.3,1
C01587,63,Month-to-month,No internet,Yes,Bank transfer,20.91,1130.41,0
C01588,37,Two year,DSL,Yes,Credit card,71.25,2416.0,0
C01589,50,Month-to-month,Fiber optic,No,Mailed check,89.8,3855.46,1
C01590,48,Month-to-month,DSL,No,Credit card,34.17,1583.05,0
C01591,5,One year,No internet,No,Mailed check,27.28,125.52,0
C01592,66,One year,DSL,Yes,Electronic check,114.28,6877.91,0
C01593,18,Two year,No internet,Yes,Bank transfer,29.5,507.18,0
C01594,14,Month-to-month,Fiber optic,Yes,Bank transfer,61.35,783.36,0
C01595,59,Month-to-month,No internet,Yes,Electronic check,41.79,2232.68,0
C01596,2,Month-to-month,Fiber optic,Yes,Bank transfer,87.55,163.3,1
C01597,5,Two year,DSL,Yes,Credit card,31.23,155.68,0
C01598,51,One year,DSL,No,Mailed check,119.46,5537.7,1
C01599,33,Two year,No internet,Yes,Electronic check,51.88,1562.03,0
C01600,69,One year,DSL,No,Credit card,49.94,3358.83,0
C01601,65,One year,Fiber optic,No,Electronic check,67.44,3958.06,0
C01602,41,Two year,No internet,Yes,Bank transfer,46.48,1716.18,0
C01603,19,Two year,DSL,No,Credit card,47.09,821.54,0
C01604,13,Two year,Fiber optic,Yes,Bank transfer,75.82,849.87,1
C01605,38,Two year,Fiber optic,No,Credit card,48.08,1753.92,0
C01606,2,One year,No internet,Yes,Electronic check,57.95,101.98,0
C01607,43,Month-to-month,Fiber optic,No,Electronic check,92.86,3739.57,0
C01608,13,Month-to-month,Fiber optic,Yes,Bank transfer,90.49,1054.58,0
C01609,47,Two year,DSL,No,Credit card,42.93,1871.2,0
C01610,2,One year,DSL,No,Electronic check,35.65,65.47,0
C01611,33,Two year,DSL,Yes,Mailed check,119.36,3866.52,0
C01612,23,Month-to-month,DSL,Yes,Mailed check,78.31,1717.23,0
C01613,38,One year,DSL,No,Credit card,108.14,3788.2,0
C01614,16,One year,No internet,Yes,Bank transfer,31.8,501.9,0
C01615,10,Month-to-month,Fiber optic,Yes,Bank transfer,68.01,645.93,1
C01616,38,One year,Fiber optic,Yes,Electronic check,115.73,3763.44,0
C01617,27,One year,DSL,No,Credit card,46.76,1191.54,0
C01618,2,Month-to-month,No internet,Yes,Credit card,40.71,76.53,0
C01619,33,Month-to-month,DSL,Yes,Credit card,48.82,1370.07,0
C01620,51,Two year,DSL,Yes,Bank transfer,72.4,3312.01,0
C01621,31,Month-to-month,Fiber optic,No,Mailed check,72.72,2089.29,1
C01622,41,Two year,DSL,Yes,Mailed check,105.26,3736.82,1
C01623,22,Two year,Fiber optic,Yes,Credit card,33.97,726.26,0
C01624,10,Month-to-month,DSL,No,Mailed check,40.2,350.22,1
C01625,24,Month-to-month,DSL,No,Bank transfer,80.54,1660.11,0
C01626,61,Month-to-month,Fiber optic,No,Bank transfer,60.8,3258.71,0
C01627,44,One year,No internet,Yes,Credit card,59.97,2594.09,0
C01628,68,Month-to-month,DSL,Yes,Bank transfer,94.69,6328.54,0
C01629,19,One year,Fiber optic,No,Bank transfer,62.8,1095.03,1
C01630,62,Month-to-month,DSL,Yes,Electronic check,102.18,6185.65,0
C01631,64,Two year,Fiber optic,No,Bank transfer,86.13,5056.39,1
C01632,9,Two year,DSL,Yes,Electronic check,63.52,505.15,0
C01633,24,One year,No internet,Yes,Credit card,51.18,1060.37,0
C01634,72,Month-to-month,No internet,Yes,Electronic check,46.34,2948.13,0
C01635,70,One year,Fiber optic,No,Bank transfer,102.85,6702.68,0
C01636,58,Two year,Fiber optic,Yes,Credit card,90.35,5098.37,0
C01637,36,Month-to-month,Fiber optic,No,Credit card,53.27,1748.59,0
C01638,61,Two year,Fiber optic,No,Bank transfer,115.74,6031.79,0
C01639,68,Month-to-month,DSL,No,Credit card,39.63,2549.31,0
C01640,28,Month-to-month,Fiber optic,No,Bank transfer,98.31,2580.69,1
C01641,68,One year,Fiber optic,No,Bank transfer,112.41,6950.57,0
C01642,43,One year,Fiber optic,Yes,Mailed check,41.48,1537.93,0
C01643,60,One year,DSL,Yes,Bank transfer,100.51,5549.22,0
C01644,54,One year,Fiber optic,Yes,Bank transfer,48.12,2387.05,0
C01645,54,Two year,DSL,No,Credit card,118.38,6064.51,0
C01646,66,One year,Fiber optic,No,Credit card,82.66,5245.89,0
C01647,2,One year,Fiber optic,Yes,Mailed check,59.49,118.31,0
C01648,17,Month-to-month,Fiber optic,No,Credit card,105.55,1682.03,0
C01649,45,One year,DSL,Yes,Bank transfer,94.54,4023.19,1
C01650,2,Month-to-month,Fiber optic,Yes,Bank transfer,84.47,168.52,1
C01651,2,Month-to-month,No internet,No,Mailed check,52.53,90.4,1
C01652,4,Month-to-month,DSL,Yes,Mailed check,86.54,344.62,0
C01653,40,Two year,DSL,No,Bank transfer,48.06,1835.0,0
C01654,62,One year,No internet,Yes,Credit card,39.03,2365.06,0
C01655,36,Two year,Fiber optic,No,Credit card,109.24,3862.74,0
C01656,10,Month-to-month,No internet,No,Electronic check,38.37,330.62,1
C01657,37,One year,No internet,No,Electronic check,41.0,1460.41,0
C01658,30,Two year,No internet,Yes,Mailed check,22.67,660.28,0
C01659,65,Month-to-month,DSL,Yes,Credit card,71.68,4431.26,0
C01660,7,Month-to-month,No internet,No,Credit card,36.91,257.81,1
C01661,36,Month-to-month,Fiber optic,Yes,Credit card,49.19,1676.77,1
C01662,21,One year,DSL,No,Mailed check,58.67,1113.96,0
C01663,71,Month-to-month,No internet,No,Bank transfer,43.22,2834.62,0
C01664,33,Month-to-month,No internet,No,Credit card,49.32,1603.46,0
C01665,56,Two year,Fiber optic,No,Mailed check,83.29,4128.33,1
C01666,24,Two year,Fiber optic,No,Electronic check,38.35,829.03,1
C01667,14,Two year,No internet,No,Electronic check,38.56,486.63,1
C01668,35,Two year,DSL,Yes,Credit card,90.63,2799.0,0
C01669,23,Month-to-month,Fiber optic,No,Credit card,39.81,791.06,0
C01670,35,Month-to-month,Fiber optic,Yes,Electronic check,38.32,1203.99,1
C01671,41,Month-to-month,Fiber optic,Yes,Bank transfer,44.22,1548.83,1
C01672,50,Two year,DSL,No,Bank transfer,41.73,1891.17,0
C01673,48,Month-to-month,No internet,Yes,Electronic check,29.48,1207.66,0
C01674,16,Month-to-month,Fiber optic,No,Credit card,97.35,1385.88,1
C01675,35,Two year,DSL,No,Mailed check,44.54,1366.41,0
C01676,15,Two year,Fiber optic,No,Bank transfer,114.75,1718.04,0
C01677,47,One year,DSL,No,Credit card,78.54,3527.09,0
C01678,3,Month-to-month,No internet,No,Credit card,47.42,139.18,1
C01679,59,Month-to-month,Fiber optic,Yes,Credit card,80.16,4277.65,1
C01680,62,One year,Fiber optic,No,Electronic check,103.52,6211.99,0
C01681,11,One year,Fiber optic,No,Mailed check,52.68,535.68,0
C01682,42,Two year,Fiber optic,Yes,Bank transfer,45.86,1913.17,0
C01683,47,One year,DSL,Yes,Bank transfer,49.96,2079.79,0
C01684,55,Month-to-month,Fiber optic,Yes,Credit card,53.09,2913.14,1
C01685,13,One year,Fiber optic,Yes,Electronic check,49.11,636.42,0
C01686,56,Month-to-month,Fiber optic,No,Credit card,35.18,1823.68,1
C01687,15,Month-to-month,Fiber optic,No,Credit card,106.47,1386.86,1
C01688,16,Two year,DSL,Yes,Bank transfer,111.51,1646.12,0
C01689,54,Month-to-month,DSL,Yes,Bank transfer,59.45,3182.91,0
C01690,72,Two year,DSL,No,Mailed check,84.96,5200.58,0
C01691,3,One year,Fiber optic,No,Credit card,118.71,312.9,0
C01692,57,Two year,Fiber optic,No,Bank transfer,62.4,3359.36,0
C01693,14,Month-to-month,DSL,No,Mailed check,65.9,869.78,0
C01694,22,Two year,Fiber optic,Yes,Bank transfer,113.34,2470.2,0
C01695,63,One year,Fiber optic,No,Mailed check,68.83,4139.65,0
C01696,28,One year,DSL,Yes,Bank transfer,67.09,1675.75,0
C01697,13,Month-to-month,Fiber optic,Yes,Electronic check,104.94,1249.54,1
C01698,12,One year,Fiber optic,Yes,Credit card,89.94,939.13,0
C01699,42,Two year,DSL,Yes,Mailed check,99.46,4084.78,0
C01700,6,One year,DSL,Yes,Electronic check,90.27,533.36,0
C01701,39,Month-to-month,Fiber optic,No,Credit card,91.95,3489.4,0
C01702,49,Two year,Fiber optic,Yes,Credit card,107.71,5065.45,0
C01703,27,Two year,Fiber optic,Yes,Mailed check,88.22,2203.74,1
C01704,6,One year,Fiber optic,No,Mailed check,76.25,445.0,0
C01705,69,Month-to-month,Fiber optic,No,Bank transfer,31.47,2139.74,1
C01706,57,Two year,Fiber optic,Yes,Bank transfer,67.36,3324.45,0
C01707,60,Month-to-month,Fiber optic,Yes,Electronic check,111.4,6353.65,1
C01708,22,Two year,Fiber optic,Yes,Electronic check,108.74,2304.26,0
C01709,19,One year,Fiber optic,No,Electronic check,90.06,1531.8,0
C01710,30,Month-to-month,Fiber optic,No,Bank transfer,96.6,2726.14,0
C01711,26,Month-to-month,DSL,No,Mailed check,90.71,2183.96,1
C01712,58,Two year,No internet,Yes,Credit card,41.73,2395.43,0
C01713,19,Two year,Fiber optic,No,Credit card,67.66,1270.57,0
C01714,26,One year,Fiber optic,No,Bank transfer,43.11,1005.02,1
C01715,71,Month-to-month,DSL,Yes,Bank transfer,80.32,5099.71,0
C01716,21,Month-to-month,DSL,Yes,Electronic check,83.46,1727.14,0
C01717,39,Two year,DSL,No,Bank transfer,98.28,3371.35,1
C01718,34,Month-to-month,DSL,No,Mailed check,35.45,1204.88,1
C01719,57,One year,DSL,Yes,Credit card,96.6,4812.12,0
C01720,29,Month-to-month,Fiber optic,Yes,Electronic check,50.29,1261.54,0
C01721,55,Two year,DSL,Yes,Credit card,66.35,3180.47,0
C01722,63,Month-to-month,DSL,No,Bank transfer,102.32,6266.81,0
C01723,53,Month-to-month,No internet,No,Electronic check,23.47,1069.13,0
C01724,28,One year,DSL,Yes,Bank transfer,118.74,2979.39,0
C01725,67,Two year,DSL,No,Bank transfer,110.73,7147.69,0
C01726,46,Two year,DSL,No,Mailed check,57.57,2599.72,0
C01727,30,Two year,DSL,No,Credit card,111.69,3344.94,0
C01728,22,Month-to-month,Fiber optic,No,Bank transfer,106.82,2290.41,1
C01729,22,Month-to-month,DSL,No,Credit card,74.6,1443.12,1
C01730,8,Month-to-month,DSL,No,Credit card,74.87,543.17,0
C01731,13,Two year,Fiber optic,Yes,Credit card,34.16,382.68,0
C01732,16,Month-to-month,No internet,No,Credit card,41.31,581.52,0
C01733,17,Two year,Fiber optic,Yes,Bank transfer,39.54,635.64,0
C01734,2,One year,No internet,Yes,Bank transfer,58.23,103.11,0
C01735,28,Month-to-month,DSL,Yes,Credit card,43.51,1130.54,1
C01736,10,Two year,DSL,No,Electronic check,112.21,1067.06,1
C01737,24,One year,DSL,Yes,Bank transfer,56.57,1340.58,0
C01738,12,Month-to-month,No internet,Yes,Electronic check,49.04,556.18,0
C01739,43,Two year,DSL,No,Mailed check,49.01,1949.35,1
C01740,45,Month-to-month,Fiber optic,Yes,Credit card,44.41,1895.45,1
C01741,33,One year,No internet,No,Credit card,42.94,1261.27,0
C01742,66,Month-to-month,Fiber optic,No,Credit card,37.25,2277.85,0
C01743,68,One year,DSL,No,Credit card,93.57,6246.35,0
C01744,72,Two year,Fiber optic,No,Electronic check,39.07,2670.75,0
C01745,36,Month-to-month,Fiber optic,No,Mailed check,40.15,1290.1,1
C01746,67,Month-to-month,DSL,Yes,Electronic check,33.35,2042.26,1
C01747,31,One year,Fiber optic,Yes,Bank transfer,62.72,1797.26,0
C01748,53,Month-to-month,No internet,Yes,Credit card,35.75,1617.59,0
C01749,41,Month-to-month,Fiber optic,Yes,Mailed check,61.97,2299.11,0
C01750,36,Month-to-month,No internet,Yes,Mailed check,41.5,1337.3,0
C01751,38,Month-to-month,No internet,Yes,Bank transfer,31.91,1207.88,0
C01752,33,Month-to-month,Fiber optic,Yes,Mailed check,96.1,3072.43,1
C01753,19,Two year,Fiber optic,No,Credit card,46.29,839.67,1
C01754,21,One year,DSL,No,Credit card,57.7,1082.2,0
C01755,56,One year,DSL,No,Credit card,102.19,5295.1,0
C01756,32,One year,DSL,No,Credit card,62.49,1706.86,0
C01757,26,Month-to-month,DSL,No,Electronic check,63.75,1438.05,1
C01758,70,Month-to-month,No internet,No,Credit card,51.23,3487.64,0
C01759,38,Month-to-month,DSL,Yes,Bank transfer,97.04,3327.82,0
C01760,49,Two year,DSL,Yes,Electronic check,72.92,3362.68,0
C01761,23,Two year,DSL,No,Mailed check,36.99,748.25,0
C01762,7,Month-to-month,DSL,Yes,Electronic check,46.79,318.53,0
C01763,70,Two year,No internet,Yes,Mailed check,42.05,2747.03,0
C01764,52,Month-to-month,Fiber optic,Yes,Bank transfer,64.27,3061.1,0
C01765,34,One year,DSL,No,Electronic check,115.93,3585.55,0
C01766,2,Month-to-month,No internet,Yes,Mailed check,50.67,86.81,1
C01767,24,Two year,DSL,No,Mailed check,56.27,1296.73,0
C01768,15,Two year,Fiber optic,Yes,Credit card,41.93,594.98,0
C01769,37,Month-to-month,DSL,Yes,Bank transfer,106.37,3890.88,0
C01770,65,One year,Fiber optic,Yes,Bank transfer,69.52,4352.76,0
C01771,43,Month-to-month,Fiber optic,No,Electronic check,98.15,3991.93,1
C01772,69,One year,No internet,Yes,Bank transfer,38.35,2463.96,0
C01773,9,Month-to-month,Fiber optic,Yes,Electronic check,50.46,439.25,1
C01774,60,Month-to-month,Fiber optic,Yes,Mailed check,113.36,5891.36,1
C01775,31,One year,DSL,Yes,Bank transfer,107.56,2845.4,1
C01776,43,Two year,No internet,Yes,Bank transfer,40.55,1571.89,0
C01777,50,Two year,DSL,Yes,Bank transfer,91.19,4406.92,0
C01778,5,Month-to-month,Fiber optic,No,Mailed check,52.83,261.72,0
C01779,38,Month-to-month,No internet,Yes,Bank transfer,52.41,1872.12,0
C01780,37,One year,No internet,Yes,Credit card,51.66,1892.24,0
C01781,55,One year,Fiber optic,No,Credit card,56.27,2836.95,0
C01782,66,One year,No internet,Yes,Electronic check,54.65,3201.25,0
C01783,28,Two year,DSL,No,Credit card,40.26,1120.87,0
C01784,10,Month-to-month,DSL,Yes,Electronic check,31.5,295.14,1
C01785,7,Month-to-month,Fiber optic,Yes,Credit card,72.85,502.56,0
C01786,13,Month-to-month,Fiber optic,Yes,Electronic check,107.49,1285.56,0
C01787,64,Month-to-month,No internet,No,Bank transfer,32.56,1871.65,1
C01788,42,Two year,Fiber optic,Yes,Mailed check,76.78,3224.09,0
C01789,63,One year,No internet,No,Bank transfer,39.89,2363.43,0
C01790,65,Two year,DSL,No,Electronic check,51.56,2908.37,0
C01791,53,One year,DSL,Yes,Electronic check,94.02,4471.98,0
C01792,53,Two year,No internet,No,Mailed check,40.18,2049.84,0
C01793,38,Month-to-month,DSL,No,Electronic check,69.84,2535.02,0
C01794,71,Two year,Fiber optic,No,Mailed check,91.9,6458.41,1
C01795,59,Month-to-month,Fiber optic,No,Mailed check,113.73,6661.08,1
C01796,67,Month-to-month,Fiber optic,Yes,Electronic check,87.59,5521.55,0
C01797,18,Two year,DSL,No,Electronic check,89.55,1390.43,0
C01798,69,Month-to-month,Fiber optic,No,Credit card,112.21,7115.33,0
C01799,12,One year,Fiber optic,No,Bank transfer,71.58,852.63,0
C01800,36,One year,DSL,No,Electronic check,67.03,2182.56,0
C01801,39,Two year,No internet,Yes,Mailed check,51.77,1955.18,0
C01802,56,One year,No internet,No,Electronic check,30.51,1580.32,0
C01803,64,One year,No internet,Yes,Credit card,25.49,1396.68,1
C01804,61,Month-to-month,DSL,Yes,Mailed check,105.81,6293.28,0
C01805,40,Month-to-month,Fiber optic,Yes,Credit card,108.49,4302.49,0
C01806,71,Month-to-month,Fiber optic,No,Credit card,30.64,2098.63,1
C01807,42,Month-to-month,No internet,Yes,Credit card,24.42,891.4,0
C01808,29,Month-to-month,DSL,No,Credit card,87.95,2249.87,0
C01809,20,One year,Fiber optic,No,Bank transfer,44.66,808.97,0
C01810,26,Two year,Fiber optic,No,Bank transfer,44.72,1068.92,0
C01811,26,Two year,DSL,No,Electronic check,110.32,2680.94,1
C01812,24,Two year,Fiber optic,No,Mailed check,112.22,2342.3,0
C01813,51,Two year,No internet,No,Mailed check,39.15,1974.1,0
C01814,71,Month-to-month,Fiber optic,Yes,Credit card,97.13,6651.33,1
C01815,7,One year,No internet,No,Credit card,49.05,307.42,0
C01816,25,Month-to-month,No internet,Yes,Bank transfer,30.84,759.53,0
C01817,28,One year,DSL,Yes,Bank transfer,36.86,977.13,0
C01818,65,One year,DSL,Yes,Mailed check,36.21,2289.53,0
C01819,54,Month-to-month,Fiber optic,Yes,Electronic check,94.5,5072.36,1
C01820,10,Month-to-month,DSL,No,Electronic check,94.47,877.46,1
C01821,36,Month-to-month,No internet,Yes,Credit card,44.51,1527.29,0
C01822,24,Month-to-month,DSL,No,Mailed check,38.04,791.99,1
C01823,50,Month-to-month,Fiber optic,Yes,Electronic check,73.98,3569.3,1
C01824,54,One year,Fiber optic,No,Credit card,37.92,1872.36,0
C01825,15,Month-to-month,Fiber optic,Yes,Mailed check,81.2,1142.71,0
C01826,62,One year,No internet,No,Electronic check,55.58,3324.64,0
C01827,2,Month-to-month,DSL,Yes,Bank transfer,44.99,81.08,0
C01828,38,Two year,Fiber optic,Yes,Credit card,41.72,1370.57,0
C01829,11,Two year,Fiber optic,Yes,Credit card,113.99,1233.28,0
C01830,37,Month-to-month,Fiber optic,Yes,Mailed check,93.03,3012.52,1
C01831,55,One year,Fiber optic,Yes,Bank transfer,82.42,4437.58,0
C01832,40,Month-to-month,Fiber optic,Yes,Mailed check,98.8,3925.91,0
C01833,12,Two year,Fiber optic,Yes,Credit card,41.49,457.68,0
C01834,35,Two year,DSL,Yes,Mailed check,31.07,1011.64,0
C01835,57,Two year,No internet,No,Electronic check,58.3,3194.12,1
C01836,54,Month-to-month,Fiber optic,Yes,Mailed check,106.19,5312.65,0
C01837,27,One year,Fiber optic,No,Bank transfer,70.15,1880.33,0
C01838,61,Two year,No internet,Yes,Credit card,23.38,1312.97,0
C01839,70,One year,DSL,No,Mailed check,102.42,6333.86,0
C01840,41,Two year,DSL,No,Credit card,48.07,1883.68,0
C01841,28,Month-to-month,DSL,Yes,Electronic check,66.75,1626.38,1
C01842,65,Two year,Fiber optic,Yes,Electronic check,38.3,2156.72,1
C01843,22,Month-to-month,Fiber optic,Yes,Bank transfer,96.7,1932.71,1
C01844,18,Month-to-month,DSL,Yes,Electronic check,44.84,755.55,0
C01845,9,Month-to-month,DSL,No,Credit card,86.63,678.07,1
C01846,12,Month-to-month,Fiber optic,Yes,Electronic check,68.61,721.55,1
C01847,1,Month-to-month,No internet,Yes,Credit card,20.3,18.29,1
C01848,15,Month-to-month,DSL,No,Bank transfer,49.69,734.87,0
C01849,31,Two year,Fiber optic,No,Bank transfer,110.6,3318.57,0
C01850,39,Month-to-month,Fiber optic,No,Credit card,101.12,3560.37,1
C01851,16,Two year,Fiber optic,Yes,Bank transfer,73.62,1039.6,0
C01852,29,Month-to-month,DSL,No,Electronic check,55.57,1371.88,0
C01853,64,Month-to-month,DSL,Yes,Bank transfer,40.82,2515.86,1
C01854,19,Month-to-month,DSL,Yes,Mailed check,91.32,1575.49,0
C01855,19,Month-to-month,Fiber optic,Yes,Credit card,88.49,1609.88,1
C01856,26,Two year,Fiber optic,No,Mailed check,47.74,1195.3,0
C01857,56,Two year,Fiber optic,Yes,Mailed check,86.87,4516.34,0
C01858,61,Month-to-month,Fiber optic,Yes,Mailed check,47.14,2599.94,0
C01859,70,Month-to-month,DSL,Yes,Mailed check,106.27,6952.17,0
C01860,40,Two year,Fiber optic,Yes,Bank transfer,115.81,4224.67,1
C01861,18,Month-to-month,No internet,No,Electronic check,21.39,356.01,0
C01862,21,Month-to-month,Fiber optic,Yes,Bank transfer,91.96,1829.36,1
C01863,57,One year,DSL,No,Electronic check,65.76,3499.33,0
C01864,27,Month-to-month,DSL,Yes,Electronic check,69.03,1688.64,0
