opportunity_id,account_id,rep_id,region,stage,amount,created_date,close_date,forecast_category
OPP-01264,Acct-0118,R008,Central,Proposal,15784.26,2024-04-01,2024-05-09,Pipeline
OPP-01265,Acct-0011,R005,Central,Closed Lost,8267.85,2024-05-06,2024-10-18,Omitted
OPP-01266,Acct-0094,R006,Central,Closed Lost,9232.0,2025-11-27,2026-01-19,Omitted
OPP-01267,Acct-0116,R009,East,Closed Lost,81991.08,2025-11-29,2026-04-03,Omitted
OPP-01268,Acct-0027,R005,Central,Closed Lost,119884.05,2025-07-28,2025-08-19,Omitted
OPP-01269,Acct-0172,R005,Central,Proposal,56433.01,2024-08-16,2024-12-13,Best Case
OPP-01270,Acct-0047,R002,West,Proposal,24229.95,2025-04-21,2025-06-07,Pipeline
OPP-01271,Acct-0085,R012,East,Prospecting,87252.41,2025-03-19,2025-05-29,Best Case
OPP-01272,Acct-0140,R002,West,Proposal,48839.91,2024-10-12,2025-02-25,Pipeline
OPP-01273,Acct-0098,R003,West,Closed Lost,13415.1,2025-08-04,2025-09-01,Omitted
OPP-01274,Acct-0055,R001,West,Closed Lost,18485.64,2025-04-29,2025-07-12,Omitted
OPP-01275,Acct-0037,R001,West,Closed Lost,39671.59,2025-10-12,2025-12-16,Omitted
OPP-01276,Acct-0014,R002,West,Qualification,23641.13,2024-08-07,2024-11-01,Pipeline
OPP-01277,Acct-0090,R002,West,Closed Lost,1323.49,2024-10-31,2025-01-01,Omitted
OPP-01278,Acct-0178,R007,Central,Negotiation,34670.09,2025-12-14,2026-04-24,Best Case
OPP-01279,Acct-0038,R010,East,Proposal,31653.92,2025-11-14,2026-05-01,Commit
OPP-01280,Acct-0039,R006,Central,Closed Won,176358.08,2026-01-24,2026-05-05,Commit
OPP-01281,Acct-0134,R008,Central,Closed Lost,26869.52,2026-03-22,2026-07-24,Omitted
OPP-01282,Acct-0149,R012,East,Prospecting,17055.62,2024-05-08,2024-09-20,Commit
OPP-01283,Acct-0154,R002,West,Prospecting,42916.11,2025-12-14,2026-05-22,Pipeline
OPP-01284,Acct-0095,R007,Central,Qualification,15459.43,2025-11-26,2026-05-12,Pipeline
OPP-01285,Acct-0117,R006,Central,Prospecting,92040.14,2024-05-07,2024-10-01,Commit
OPP-01286,Acct-0046,R007,Central,Proposal,16338.46,2025-06-19,2025-10-02,Pipeline
OPP-01287,Acct-0073,R008,Central,Proposal,7852.3,2025-07-09,2025-11-17,Best Case
OPP-01288,Acct-0027,R011,East,Closed Won,23514.05,2025-09-27,2025-11-11,Commit
OPP-01289,Acct-0026,R002,West,Closed Won,36494.03,2025-05-23,2025-11-18,Commit
OPP-01290,Acct-0058,R011,East,Proposal,30627.51,2024-10-23,2025-02-27,Pipeline
OPP-01291,Acct-0166,R008,Central,Negotiation,78529.3,2026-03-23,2026-08-08,Best Case
OPP-01292,Acct-0073,R012,East,Closed Won,1874.06,2026-03-11,2026-05-27,Commit
OPP-01293,Acct-0062,R005,Central,Closed Lost,2832.12,2026-03-25,2026-07-29,Omitted
OPP-01294,Acct-0154,R001,West,Closed Lost,23529.18,2024-06-06,2024-09-29,Omitted
OPP-01295,Acct-0033,R006,Central,Proposal,7082.89,2024-02-22,2024-08-07,Best Case
OPP-01296,Acct-0112,R011,East,Proposal,48536.33,2024-11-21,2025-04-22,Pipeline
OPP-01297,Acct-0161,R004,West,Prospecting,68733.37,2025-10-08,2026-03-24,Best Case
OPP-01298,Acct-0112,R005,Central,Closed Won,12371.06,2024-04-05,2024-05-18,Commit
OPP-01299,Acct-0147,R001,West,Closed Won,31199.46,2025-12-25,2026-06-02,Commit
OPP-01300,Acct-0057,R007,Central,Prospecting,68421.68,2024-07-10,2024-09-29,Commit
OPP-01301,Acct-0169,R005,Central,Qualification,183624.23,2026-03-15,2026-07-09,Best Case
OPP-01302,Acct-0153,R001,West,Qualification,44709.74,2024-04-15,2024-06-02,Best Case
OPP-01303,Acct-0026,R002,West,Prospecting,7760.68,2025-01-05,2025-03-19,Best Case
OPP-01304,Acct-0176,R008,Central,Closed Won,20757.09,2025-10-02,2025-11-10,Commit
OPP-01305,Acct-0146,R007,Central,Proposal,48089.96,2024-01-11,2024-03-16,Commit
OPP-01306,Acct-0066,R011,East,Negotiation,39661.01,2024-06-11,2024-11-11,Commit
OPP-01307,Acct-0008,R002,West,Qualification,27484.92,2025-01-08,2025-02-26,Pipeline
OPP-01308,Acct-0142,R006,Central,Prospecting,12163.78,2024-07-23,2024-09-04,Best Case
OPP-01309,Acct-0065,R011,East,Qualification,57002.12,2025-06-08,2025-10-08,Pipeline
OPP-01310,Acct-0151,R003,West,Qualification,178176.2,2025-02-06,2025-03-24,Commit
OPP-01311,Acct-0153,R005,Central,Qualification,5249.43,2025-03-19,2025-07-31,Best Case
OPP-01312,Acct-0146,R012,East,Qualification,19661.64,2025-01-27,2025-06-05,Pipeline
OPP-01313,Acct-0065,R006,Central,Proposal,33488.4,2024-06-20,2024-07-18,Commit
OPP-01314,Acct-0008,R010,East,Proposal,99376.69,2025-06-27,2025-10-15,Best Case
OPP-01315,Acct-0056,R002,West,Qualification,7264.22,2025-01-01,2025-03-24,Pipeline
OPP-01316,Acct-0003,R011,East,Proposal,12095.22,2024-01-10,2024-04-20,Commit
OPP-01317,Acct-0099,R012,East,Proposal,20721.48,2024-08-26,2025-02-05,Pipeline
OPP-01318,Acct-0020,R005,Central,Negotiation,28195.61,2024-10-11,2025-04-04,Commit
OPP-01319,Acct-0051,R010,East,Closed Lost,16390.29,2024-11-21,2025-03-02,Omitted
OPP-01320,Acct-0116,R001,West,Closed Won,21723.7,2025-03-07,2025-04-26,Commit
OPP-01321,Acct-0165,R003,West,Negotiation,32349.39,2024-01-22,2024-04-23,Pipeline
OPP-01322,Acct-0136,R010,East,Closed Lost,65389.49,2025-02-16,2025-03-17,Omitted
OPP-01323,Acct-0082,R001,West,Proposal,6575.51,2025-03-01,2025-06-06,Best Case
OPP-01324,Acct-0077,R006,Central,Proposal,30543.26,2025-09-19,2025-10-21,Best Case
OPP-01325,Acct-0027,R012,East,Closed Lost,26142.94,2024-05-04,2024-08-27,Omitted
OPP-01326,Acct-0044,R001,West,Qualification,48215.7,2024-11-26,2025-04-06,Pipeline
OPP-01327,Acct-0014,R002,West,Qualification,71979.05,2025-07-04,2025-07-25,Commit
OPP-01328,Acct-0070,R005,Central,Closed Lost,17847.05,2025-12-05,2026-05-30,Omitted
OPP-01329,Acct-0150,R012,East,Qualification,9537.21,2024-05-09,2024-08-18,Pipeline
OPP-01330,Acct-0170,R007,Central,Closed Won,46311.41,2024-09-03,2025-02-17,Commit
OPP-01331,Acct-0076,R008,Central,Closed Lost,9685.08,2024-08-19,2024-10-01,Omitted
OPP-01332,Acct-0020,R012,East,Prospecting,54757.62,2025-11-06,2026-01-17,Commit
OPP-01333,Acct-0132,R002,West,Closed Lost,15707.64,2024-08-01,2025-01-19,Omitted
OPP-01334,Acct-0034,R006,Central,Closed Won,15801.5,2024-06-06,2024-11-02,Commit
OPP-01335,Acct-0103,R004,West,Closed Lost,19484.19,2025-09-27,2026-02-25,Omitted
OPP-01336,Acct-0119,R004,West,Prospecting,18426.1,2025-08-14,2025-09-29,Pipeline
OPP-01337,Acct-0022,R002,West,Closed Won,42473.77,2024-09-28,2024-11-17,Commit
OPP-01338,Acct-0113,R006,Central,Proposal,9103.23,2025-06-04,2025-09-17,Pipeline
OPP-01339,Acct-0049,R005,Central,Proposal,8713.52,2025-03-08,2025-05-16,Best Case
OPP-01340,Acct-0175,R007,Central,Qualification,11144.22,2025-06-15,2025-10-23,Pipeline
OPP-01341,Acct-0159,R001,West,Closed Won,18279.54,2024-04-13,2024-07-12,Commit
OPP-01342,Acct-0053,R012,East,Closed Won,22343.62,2026-01-21,2026-04-19,Commit
OPP-01343,Acct-0001,R003,West,Closed Won,19333.51,2025-09-02,2025-12-04,Commit
OPP-01344,Acct-0062,R002,West,Qualification,142364.47,2026-01-26,2026-05-04,Commit
OPP-01345,Acct-0171,R003,West,Proposal,11872.75,2025-04-11,2025-06-06,Pipeline
OPP-01346,Acct-0091,R008,Central,Proposal,54712.06,2026-02-17,2026-03-11,Commit
OPP-01347,Acct-0146,R008,Central,Negotiation,26265.43,2024-04-22,2024-05-23,Pipeline
OPP-01348,Acct-0026,R011,East,Closed Lost,80072.98,2024-06-20,2024-08-16,Omitted
OPP-01349,Acct-0170,R005,Central,Closed Won,16348.36,2024-12-25,2025-06-02,Commit
OPP-01350,Acct-0170,R008,Central,Qualification,18587.8,2024-11-04,2025-02-17,Commit
OPP-01351,Acct-0106,R010,East,Negotiation,12849.26,2025-10-17,2025-11-11,Pipeline
OPP-01352,Acct-0179,R004,West,Closed Won,8938.81,2024-09-07,2025-02-21,Commit
OPP-01353,Acct-0161,R007,Central,Proposal,42959.56,2025-01-21,2025-03-09,Best Case
OPP-01354,Acct-0101,R011,East,Negotiation,54383.24,2025-11-26,2026-03-15,Best Case
OPP-01355,Acct-0111,R010,East,Proposal,6146.61,2024-12-17,2025-06-11,Pipeline
OPP-01356,Acct-0176,R008,Central,Negotiation,53726.14,2024-04-22,2024-05-14,Best Case
OPP-01357,Acct-0017,R003,West,Proposal,47543.57,2024-11-06,2025-03-30,Best Case
OPP-01358,Acct-0126,R005,Central,Prospecting,10011.33,2025-08-30,2025-10-20,Pipeline
OPP-01359,Acct-0090,R005,Central,Prospecting,6801.57,2024-02-21,2024-05-15,Pipeline
OPP-01360,Acct-0070,R005,Central,Closed Won,28975.34,2025-07-28,2025-09-25,Commit
OPP-01361,Acct-0009,R003,West,Closed Lost,8700.07,2024-03-23,2024-06-25,Omitted
OPP-01362,Acct-0026,R008,Central,Closed Lost,8048.89,2025-01-30,2025-06-07,Omitted
OPP-01363,Acct-0036,R005,Central,Closed Lost,32248.72,2025-03-22,2025-07-02,Omitted
OPP-01364,Acct-0022,R011,East,Closed Won,13887.61,2024-07-23,2024-10-28,Commit
OPP-01365,Acct-0036,R005,Central,Negotiation,41615.47,2025-01-19,2025-05-30,Pipeline
OPP-01366,Acct-0106,R009,East,Proposal,49883.47,2025-03-13,2025-07-30,Best Case
OPP-01367,Acct-0158,R008,Central,Prospecting,228589.54,2025-03-07,2025-04-18,Pipeline
OPP-01368,Acct-0076,R005,Central,Closed Won,32788.31,2025-09-27,2026-03-05,Commit
OPP-01369,Acct-0118,R001,West,Closed Won,20382.26,2024-01-07,2024-05-24,Commit
OPP-01370,Acct-0177,R001,West,Prospecting,6029.37,2024-10-24,2025-04-06,Best Case
OPP-01371,Acct-0053,R006,Central,Closed Lost,6587.33,2025-06-07,2025-07-10,Omitted
OPP-01372,Acct-0161,R009,East,Qualification,56134.77,2024-08-16,2024-10-14,Best Case
OPP-01373,Acct-0155,R005,Central,Closed Won,34162.25,2024-03-09,2024-03-29,Commit
OPP-01374,Acct-0101,R002,West,Negotiation,17406.17,2024-01-26,2024-06-23,Best Case
OPP-01375,Acct-0067,R001,West,Closed Lost,14789.27,2024-07-07,2024-09-25,Omitted
OPP-01376,Acct-0006,R010,East,Closed Won,114587.01,2025-03-18,2025-05-14,Commit
OPP-01377,Acct-0122,R003,West,Qualification,44238.88,2025-06-07,2025-11-13,Pipeline
OPP-01378,Acct-0028,R008,Central,Qualification,26037.92,2025-02-04,2025-06-02,Commit
OPP-01379,Acct-0100,R008,Central,Proposal,23875.41,2025-04-13,2025-06-02,Commit
OPP-01380,Acct-0118,R001,West,Negotiation,41642.93,2024-12-29,2025-02-22,Best Case
OPP-01381,Acct-0135,R005,Central,Prospecting,9353.85,2025-05-30,2025-08-11,Best Case
OPP-01382,Acct-0118,R007,Central,Negotiation,14879.88,2025-11-02,2026-04-15,Best Case
OPP-01383,Acct-0130,R012,East,Closed Lost,13763.03,2025-09-12,2025-11-17,Omitted
OPP-01384,Acct-0159,R011,East,Negotiation,11539.24,2025-08-17,2025-12-04,Commit
OPP-01385,Acct-0060,R007,Central,Prospecting,7804.79,2025-05-26,2025-10-14,Best Case
OPP-01386,Acct-0157,R012,East,Closed Won,47665.24,2025-03-06,2025-04-11,Commit
OPP-01387,Acct-0028,R005,Central,Prospecting,75614.31,2024-01-31,2024-04-04,Best Case
OPP-01388,Acct-0065,R012,East,Proposal,5643.33,2025-07-23,2025-10-02,Pipeline
OPP-01389,Acct-0050,R008,Central,Proposal,17792.68,2024-06-14,2024-10-23,Commit
OPP-01390,Acct-0002,R002,West,Negotiation,49101.69,2024-07-27,2024-08-24,Pipeline
OPP-01391,Acct-0165,R006,Central,Closed Won,58579.91,2024-12-14,2025-02-19,Commit
OPP-01392,Acct-0092,R009,East,Negotiation,88837.76,2025-04-30,2025-09-25,Best Case
OPP-01393,Acct-0033,R010,East,Closed Lost,20910.95,2024-03-13,2024-08-25,Omitted
OPP-01394,Acct-0006,R009,East,Qualification,12497.85,2025-09-07,2026-02-12,Best Case
OPP-01395,Acct-0041,R004,West,Closed Won,4073.9,2025-02-03,2025-05-25,Commit
OPP-01396,Acct-0103,R005,Central,Prospecting,59428.71,2025-09-17,2026-02-12,Best Case
OPP-01397,Acct-0008,R010,East,Prospecting,37910.82,2025-04-27,2025-07-23,Commit
OPP-01398,Acct-0053,R001,West,Proposal,15447.53,2026-02-22,2026-03-29,Pipeline
OPP-01399,Acct-0019,R009,East,Closed Won,9098.2,2024-03-04,2024-05-23,Commit
OPP-01400,Acct-0107,R010,East,Closed Lost,102497.82,2024-02-06,2024-05-24,Omitted
OPP-01401,Acct-0010,R010,East,Closed Won,25909.09,2026-01-10,2026-02-09,Commit
OPP-01402,Acct-0015,R008,Central,Negotiation,40469.65,2024-11-06,2025-01-23,Pipeline
OPP-01403,Acct-0124,R001,West,Closed Won,75511.18,2025-01-23,2025-02-16,Commit
OPP-01404,Acct-0036,R001,West,Proposal,21661.77,2025-12-19,2026-04-27,Commit
OPP-01405,Acct-0060,R002,West,Proposal,20883.07,2025-03-23,2025-04-26,Pipeline
OPP-01406,Acct-0012,R002,West,Negotiation,5072.57,2026-03-23,2026-08-27,Commit
OPP-01407,Acct-0047,R001,West,Closed Lost,17864.99,2024-02-28,2024-04-20,Omitted
OPP-01408,Acct-0156,R005,Central,Prospecting,13722.75,2024-09-07,2024-12-10,Pipeline
OPP-01409,Acct-0114,R007,Central,Proposal,11554.75,2025-05-21,2025-09-09,Pipeline
OPP-01410,Acct-0069,R012,East,Proposal,17017.73,2025-10-31,2026-01-21,Commit
OPP-01411,Acct-0072,R006,Central,Closed Won,27054.9,2025-02-24,2025-08-22,Commit
OPP-01412,Acct-0037,R002,West,Qualification,5366.82,2024-08-03,2024-09-23,Best Case
OPP-01413,Acct-0128,R001,West,Closed Lost,64519.8,2025-04-09,2025-05-28,Omitted
OPP-01414,Acct-0157,R001,West,Qualification,32687.38,2024-03-27,2024-05-01,Best Case
OPP-01415,Acct-0098,R007,Central,Negotiation,66853.11,2024-02-15,2024-05-02,Pipeline
OPP-01416,Acct-0007,R003,West,Closed Won,31185.99,2024-02-02,2024-07-09,Commit
OPP-01417,Acct-0008,R010,East,Closed Won,6176.14,2024-09-25,2025-03-15,Commit
OPP-01418,Acct-0142,R006,Central,Closed Won,108837.5,2026-03-12,2026-04-15,Commit
OPP-01419,Acct-0147,R007,Central,Closed Lost,68669.03,2025-07-01,2025-11-16,Omitted
OPP-01420,Acct-0061,R012,East,Negotiation,27857.82,2025-01-25,2025-06-13,Commit
OPP-01421,Acct-0139,R003,West,Closed Lost,9257.9,2024-10-07,2024-11-17,Omitted
OPP-01422,Acct-0065,R005,Central,Proposal,17618.68,2025-01-05,2025-04-03,Commit
OPP-01423,Acct-0046,R011,East,Closed Won,32546.28,2025-08-05,2025-11-15,Commit
OPP-01424,Acct-0143,R008,Central,Proposal,22609.25,2025-01-02,2025-05-24,Commit
OPP-01425,Acct-0017,R004,West,Proposal,30744.67,2025-09-16,2026-02-24,Best Case
OPP-01426,Acct-0162,R008,Central,Qualification,47444.94,2025-05-21,2025-07-12,Pipeline
OPP-01427,Acct-0176,R003,West,Qualification,32585.11,2024-04-27,2024-05-26,Pipeline
OPP-01428,Acct-0067,R009,East,Closed Lost,30599.87,2026-01-04,2026-03-23,Omitted
OPP-01429,Acct-0020,R005,Central,Prospecting,28720.44,2024-08-28,2024-12-15,Pipeline
OPP-01430,Acct-0175,R009,East,Proposal,27510.7,2024-11-29,2025-05-14,Best Case
OPP-01431,Acct-0093,R007,Central,Prospecting,22963.35,2024-01-26,2024-05-08,Commit
OPP-01432,Acct-0042,R006,Central,Closed Lost,71772.41,2024-10-28,2025-04-25,Omitted
OPP-01433,Acct-0089,R006,Central,Prospecting,71124.42,2026-03-10,2026-08-07,Commit
OPP-01434,Acct-0021,R004,West,Proposal,39037.07,2024-06-02,2024-09-27,Commit
OPP-01435,Acct-0156,R002,West,Closed Lost,58893.79,2024-05-04,2024-10-06,Omitted
OPP-01436,Acct-0063,R008,Central,Closed Won,28168.71,2024-07-18,2025-01-01,Commit
OPP-01437,Acct-0030,R006,Central,Qualification,51414.1,2025-04-11,2025-07-20,Commit
OPP-01438,Acct-0168,R012,East,Qualification,19359.05,2025-06-01,2025-07-10,Best Case
OPP-01439,Acct-0063,R008,Central,Negotiation,23492.12,2025-08-06,2025-09-27,Commit
OPP-01440,Acct-0081,R007,Central,Closed Won,51502.05,2026-03-25,2026-06-26,Commit
OPP-01441,Acct-0117,R002,West,Prospecting,37029.14,2026-03-02,2026-05-11,Pipeline
OPP-01442,Acct-0026,R001,West,Qualification,15743.77,2025-12-29,2026-05-18,Commit
OPP-01443,Acct-0033,R003,West,Closed Lost,28250.49,2025-02-01,2025-06-09,Omitted
OPP-01444,Acct-0156,R007,Central,Closed Won,15291.04,2024-12-10,2025-03-26,Commit
OPP-01445,Acct-0162,R010,East,Prospecting,38962.48,2024-12-29,2025-05-12,Best Case
OPP-01446,Acct-0047,R008,Central,Closed Won,17859.21,2025-12-17,2026-02-09,Commit
OPP-01447,Acct-0083,R012,East,Closed Won,33834.29,2025-10-26,2026-03-11,Commit
OPP-01448,Acct-0077,R008,Central,Qualification,43335.98,2026-03-02,2026-04-15,Pipeline
OPP-01449,Acct-0074,R008,Central,Proposal,70555.53,2025-08-16,2026-01-13,Best Case
OPP-01450,Acct-0089,R006,Central,Proposal,23188.32,2025-09-22,2025-12-31,Pipeline
OPP-01451,Acct-0067,R005,Central,Qualification,14213.18,2024-08-17,2024-10-19,Best Case
OPP-01452,Acct-0154,R010,East,Closed Won,13375.36,2025-06-04,2025-08-06,Commit
OPP-01453,Acct-0095,R001,West,Closed Lost,36531.81,2024-01-07,2024-05-31,Omitted
OPP-01454,Acct-0117,R004,West,Qualification,89840.03,2025-03-31,2025-08-31,Pipeline
OPP-01455,Acct-0172,R005,Central,Closed Lost,26598.13,2024-05-20,2024-08-19,Omitted
OPP-01456,Acct-0041,R002,West,Closed Lost,168264.62,2024-08-15,2024-09-23,Omitted
OPP-01457,Acct-0177,R009,East,Proposal,20503.11,2025-11-19,2025-12-27,Commit
OPP-01458,Acct-0161,R006,Central,Closed Lost,52131.61,2024-07-13,2024-12-22,Omitted
OPP-01459,Acct-0173,R001,West,Closed Lost,34912.96,2025-08-23,2025-12-17,Omitted
OPP-01460,Acct-0055,R004,West,Qualification,44474.21,2024-07-22,2024-09-02,Commit
OPP-01461,Acct-0108,R001,West,Proposal,25926.78,2025-12-28,2026-03-03,Pipeline
OPP-01462,Acct-0136,R012,East,Qualification,17254.14,2025-10-15,2026-02-01,Best Case
OPP-01463,Acct-0092,R011,East,Closed Lost,153891.37,2025-05-16,2025-09-13,Omitted
OPP-01464,Acct-0082,R009,East,Negotiation,12105.68,2024-04-28,2024-07-02,Best Case
OPP-01465,Acct-0154,R011,East,Prospecting,75377.49,2026-03-03,2026-07-24,Best Case
OPP-01466,Acct-0144,R007,Central,Closed Won,9962.32,2024-08-08,2024-12-10,Commit
OPP-01467,Acct-0067,R006,Central,Qualification,16938.21,2025-03-28,2025-08-03,Best Case
OPP-01468,Acct-0105,R001,West,Qualification,45875.3,2024-02-16,2024-05-24,Best Case
OPP-01469,Acct-0157,R004,West,Negotiation,14064.31,2025-10-02,2025-11-19,Commit
OPP-01470,Acct-0086,R006,Central,Prospecting,92491.73,2024-01-22,2024-05-18,Pipeline
OPP-01471,Acct-0138,R006,Central,Closed Won,34086.95,2025-06-15,2025-08-27,Commit
OPP-01472,Acct-0042,R004,West,Closed Lost,63813.25,2026-01-05,2026-03-24,Omitted
OPP-01473,Acct-0135,R006,Central,Proposal,5184.52,2024-01-14,2024-02-12,Pipeline
OPP-01474,Acct-0032,R002,West,Negotiation,51594.31,2024-02-04,2024-05-03,Commit
OPP-01475,Acct-0107,R007,Central,Closed Won,18250.18,2024-03-16,2024-08-12,Commit
OPP-01476,Acct-0151,R001,West,Prospecting,97779.25,2024-06-04,2024-07-18,Commit
OPP-01477,Acct-0006,R007,Central,Qualification,34106.84,2024-11-27,2025-04-04,Commit
OPP-01478,Acct-0097,R005,Central,Qualification,14415.04,2025-11-02,2026-04-18,Best Case
OPP-01479,Acct-0180,R005,Central,Proposal,13064.5,2024-10-12,2025-03-04,Best Case
OPP-01480,Acct-0007,R009,East,Negotiation,111420.57,2025-04-08,2025-06-24,Commit
OPP-01481,Acct-0037,R007,Central,Closed Won,23013.71,2024-04-21,2024-07-29,Commit
OPP-01482,Acct-0022,R011,East,Closed Lost,12682.93,2025-05-16,2025-11-03,Omitted
OPP-01483,Acct-0127,R003,West,Proposal,80435.66,2025-08-03,2025-10-21,Pipeline
OPP-01484,Acct-0145,R005,Central,Proposal,253058.0,2024-02-07,2024-05-19,Commit
OPP-01485,Acct-0167,R010,East,Proposal,183137.72,2025-07-12,2025-12-06,Best Case
OPP-01486,Acct-0109,R004,West,Proposal,52268.18,2026-01-27,2026-03-08,Pipeline
OPP-01487,Acct-0010,R012,East,Prospecting,27862.65,2024-07-21,2024-11-30,Pipeline
OPP-01488,Acct-0103,R007,Central,Negotiation,40527.71,2024-05-23,2024-10-30,Best Case
OPP-01489,Acct-0083,R001,West,Qualification,23361.7,2025-11-23,2026-02-20,Commit
OPP-01490,Acct-0053,R010,East,Closed Lost,30276.4,2024-10-24,2025-03-26,Omitted
OPP-01491,Acct-0085,R010,East,Closed Lost,16274.73,2025-04-28,2025-09-13,Omitted
OPP-01492,Acct-0082,R012,East,Closed Won,50476.02,2025-06-20,2025-11-08,Commit
OPP-01493,Acct-0016,R007,Central,Qualification,16116.32,2025-04-14,2025-07-27,Pipeline
OPP-01494,Acct-0161,R010,East,Proposal,11889.23,2025-07-26,2025-10-11,Best Case
OPP-01495,Acct-0079,R001,West,Closed Lost,3859.51,2025-03-12,2025-08-28,Omitted
OPP-01496,Acct-0152,R006,Central,Closed Won,22017.57,2025-07-08,2025-09-17,Commit
OPP-01497,Acct-0134,R003,West,Prospecting,15790.71,2025-07-31,2025-09-15,Pipeline
OPP-01498,Acct-0158,R010,East,Closed Won,17572.69,2025-08-29,2026-02-19,Commit
OPP-01499,Acct-0043,R011,East,Closed Lost,15860.4,2025-09-21,2025-11-17,Omitted
OPP-01500,Acct-0113,R008,Central,Closed Lost,1955.63,2024-02-23,2024-04-18,Omitted
OPP-01501,Acct-0101,R007,Central,Closed Won,15766.77,2024-04-30,2024-07-20,Commit
OPP-01502,Acct-0021,R007,Central,Closed Won,44077.01,2025-06-18,2025-09-27,Commit
OPP-01503,Acct-0126,R010,East,Closed Lost,160239.11,2025-03-23,2025-09-02,Omitted
OPP-01504,Acct-0007,R012,East,Closed Won,51399.25,2025-03-21,2025-07-08,Commit
OPP-01505,Acct-0144,R006,Central,Closed Lost,50979.09,2025-03-10,2025-05-23,Omitted
OPP-01506,Acct-0093,R004,West,Proposal,3775.16,2024-01-11,2024-03-21,Best Case
OPP-01507,Acct-0004,R009,East,Qualification,32799.16,2025-01-12,2025-04-06,Commit
OPP-01508,Acct-0065,R010,East,Qualification,50733.5,2025-02-11,2025-03-14,Commit
OPP-01509,Acct-0010,R005,Central,Closed Won,26148.8,2025-10-25,2026-04-02,Commit
OPP-01510,Acct-0022,R006,Central,Prospecting,55207.76,2026-01-23,2026-03-29,Pipeline
OPP-01511,Acct-0025,R007,Central,Closed Won,9361.44,2025-12-28,2026-02-01,Commit
OPP-01512,Acct-0173,R009,East,Qualification,130399.83,2026-01-25,2026-02-18,Best Case
OPP-01513,Acct-0171,R006,Central,Closed Lost,46220.74,2024-01-15,2024-05-17,Omitted
OPP-01514,Acct-0045,R011,East,Prospecting,3691.96,2024-05-31,2024-08-27,Pipeline
OPP-01515,Acct-0001,R008,Central,Prospecting,46087.98,2025-02-23,2025-04-28,Commit
OPP-01516,Acct-0119,R005,Central,Qualification,18956.99,2025-08-04,2025-09-15,Commit
OPP-01517,Acct-0056,R002,West,Prospecting,8208.55,2024-01-21,2024-03-24,Pipeline
OPP-01518,Acct-0034,R011,East,Proposal,2431.93,2025-10-19,2025-12-26,Commit
OPP-01519,Acct-0106,R005,Central,Prospecting,39607.48,2024-05-23,2024-11-03,Best Case
OPP-01520,Acct-0113,R004,West,Closed Won,17360.18,2024-10-29,2025-01-23,Commit
OPP-01521,Acct-0162,R005,Central,Prospecting,18931.43,2026-03-01,2026-08-01,Best Case
OPP-01522,Acct-0166,R011,East,Closed Won,18361.19,2024-08-03,2024-12-12,Commit
OPP-01523,Acct-0069,R011,East,Closed Won,5979.47,2025-05-30,2025-11-07,Commit
OPP-01524,Acct-0133,R002,West,Negotiation,15194.14,2024-09-24,2024-10-22,Pipeline
OPP-01525,Acct-0097,R011,East,Closed Won,25038.14,2024-11-26,2025-03-21,Commit
OPP-01526,Acct-0122,R011,East,Negotiation,124220.07,2024-01-09,2024-03-09,Best Case
OPP-01527,Acct-0120,R006,Central,Proposal,57838.35,2025-01-01,2025-04-09,Pipeline
OPP-01528,Acct-0063,R009,East,Qualification,22957.78,2025-03-21,2025-07-21,Best Case
OPP-01529,Acct-0060,R005,Central,Closed Won,36358.98,2025-02-14,2025-05-21,Commit
OPP-01530,Acct-0008,R009,East,Prospecting,23003.48,2025-08-14,2025-12-14,Commit
OPP-01531,Acct-0080,R003,West,Negotiation,42061.93,2024-12-07,2025-01-09,Pipeline
OPP-01532,Acct-0045,R003,West,Closed Won,24925.01,2024-01-01,2024-02-27,Commit
OPP-01533,Acct-0002,R005,Central,Proposal,18861.43,2024-06-06,2024-11-15,Best Case
OPP-01534,Acct-0172,R008,Central,Qualification,6821.28,2025-02-07,2025-04-22,Best Case
OPP-01535,Acct-0082,R007,Central,Closed Won,103135.5,2024-04-08,2024-08-05,Commit
OPP-01536,Acct-0101,R003,West,Proposal,18538.49,2025-11-21,2026-03-29,Commit
OPP-01537,Acct-0156,R009,East,Prospecting,25095.95,2025-08-23,2025-09-18,Pipeline
OPP-01538,Acct-0102,R003,West,Closed Won,19809.63,2024-01-02,2024-06-26,Commit
OPP-01539,Acct-0024,R002,West,Closed Won,13519.02,2024-08-04,2024-11-09,Commit
OPP-01540,Acct-0124,R006,Central,Proposal,15032.97,2024-11-14,2025-03-13,Commit
OPP-01541,Acct-0089,R001,West,Qualification,19426.61,2024-04-18,2024-09-04,Pipeline
OPP-01542,Acct-0033,R011,East,Closed Won,40300.07,2024-01-13,2024-03-14,Commit
OPP-01543,Acct-0109,R010,East,Negotiation,55275.88,2025-03-08,2025-04-10,Best Case
OPP-01544,Acct-0086,R005,Central,Closed Won,95392.35,2026-03-10,2026-07-29,Commit
OPP-01545,Acct-0173,R009,East,Closed Lost,12962.97,2025-03-10,2025-08-13,Omitted
OPP-01546,Acct-0013,R002,West,Qualification,31999.48,2025-09-21,2026-02-04,Best Case
OPP-01547,Acct-0176,R008,Central,Qualification,8562.38,2025-01-10,2025-02-11,Commit
